Arquivo contendo os pontos amostrais do interferÔmetro de Michelson,,,
1312,66239,76,76
1313,66279,76,0
1314,66338,71,0
1315,66446,71,0
1316,66492,39,0
1317,66519,39,0
1318,66589,17,0
1319,66656,17,0
1320,66678,52,0
1321,66717,52,0
1322,66785,52,0
1323,66859,75,0
1324,66895,75,0
1325,66920,75,0
1326,66991,75,0
1327,67025,75,0
1328,67068,56,0
1329,67120,56,0
1330,67171,20,0
1331,67286,20,0
1332,67337,31,0
1333,67420,31,0
1334,67491,69,0
1335,67513,69,0
1336,67543,76,0
1337,67622,76,0
1338,67665,55,0
1339,67702,55,0
1340,67734,55,0
1341,67764,18,0
1342,67820,18,0
1343,67867,18,0
1344,67922,40,0
1345,67958,40,0
1346,68011,73,0
1347,68079,73,0
1348,68128,73,0
1349,68170,75,0
1350,68212,75,0
1351,68272,49,0
1352,68336,49,0
1353,68358,15,0
1354,68398,15,0
1355,68476,15,0
1356,68540,42,0
1357,68575,42,0
1358,68647,72,0
1359,68743,72,0
1360,68767,75,0
1361,68798,75,0
1362,68878,52,0
1363,68952,52,0
1364,68992,16,0
1365,69025,16,0
1366,69082,16,0
1367,69128,39,0
1368,69168,39,0
1369,69206,72,0
1370,69290,72,0
1371,69350,72,0
1372,69391,75,0
1373,69419,75,0
1374,69491,51,0
1375,69615,51,51
1376,69647,16,0
1377,69718,42,0
1378,69795,42,0
1379,69830,73,0
1380,69860,73,0
1381,69903,73,0
1382,69996,76,0
1383,70016,76,0
1384,70041,54,0
1385,70089,54,0
1386,70151,54,0
1387,70212,17,0
1388,70239,17,0
1389,70278,34,0
1390,70414,34,0
1391,70448,69,0
1392,70479,69,0
1393,70531,77,0
1394,70601,77,0
1395,70641,77,0
1396,70677,61,0
1397,70718,61,0
1398,70763,21,0
1399,70847,21,0
1400,70886,21,0
1401,70918,32,0
1402,71025,32,0
1403,71062,69,0
1404,71081,69,0
1405,71117,77,0
1406,71190,77,0
1407,71250,77,0
1408,71278,62,0
1409,71321,62,0
1410,71390,26,0
1411,71477,26,0
1412,71513,23,0
1413,71542,23,0
1414,71621,23,0
1415,71658,65,0
1416,71700,65,0
1417,71730,77,0
1418,71760,77,0
1419,71823,77,0
1420,71867,59,0
1421,71913,59,0
1422,71956,59,0
1423,72014,16,0
1424,72100,16,0
1425,72134,44,0
1426,72166,44,0
1427,72235,75,0
1428,72317,75,0
1429,72361,72,0
1430,72437,72,0
1431,72503,38,0
1432,72535,38,0
1433,72580,15,0
1434,72636,15,0
1435,72705,15,0
1436,72756,54,0
1437,72785,54,0
1438,72869,76,0
1439,72976,76,0
1440,73011,69,0
1441,73154,31,0
1442,73193,20,0
1443,73222,20,0
1444,73270,20,0
1445,73295,60,0
1446,73357,60,0
1447,73391,60,0
1448,73410,77,0
1449,73442,77,0
1450,73518,77,0
1451,73540,71,0
1452,73577,71,0
1453,73601,71,0
1454,73638,42,0
1455,73696,42,0
1456,73740,42,0
1457,73789,14,0
1458,73829,14,0
1459,73851,14,0
1460,73923,38,0
1461,74013,38,0
1462,74043,71,0
1463,74083,71,0
1464,74155,76,76
1465,74226,76,0
1466,74255,51,0
1467,74291,51,0
1468,74364,51,0
1469,74400,15,0
1470,74448,15,0
1471,74478,46,0
1472,74529,46,0
1473,74585,46,0
1474,74628,74,0
1475,74667,74,0
1476,74691,74,0
1477,74720,74,0
1478,74799,74,0
1479,74864,74,0
1480,74882,45,0
1481,74919,45,0
1482,74989,14,0
1483,75041,14,0
1484,75106,14,0
1485,75136,49,0
1486,75164,49,0
1487,75234,75,0
1488,75297,75,0
1489,75319,73,0
1490,75357,73,0
1491,75444,73,0
1492,75526,46,0
1493,75545,46,0
1494,75569,14,0
1495,75624,14,0
1496,75679,14,0
1497,75702,44,0
1498,75725,44,0
1499,75758,44,0
1500,75800,74,0
1501,75929,74,0
1502,75968,73,0
1503,76049,73,0
1504,76136,35,0
1505,76158,42,0
1506,76197,42,0
1507,76249,42,0
1508,76304,70,0
1509,76346,70,0
1510,76385,70,0
1511,76416,77,0
1512,76549,77,0
1513,76595,68,0
1514,76625,68,0
1515,76668,30,0
1516,76737,30,0
1517,76783,16,0
1518,76814,16,0
1519,76855,16,0
1520,76898,52,0
1521,76972,52,0
1522,77001,75,0
1523,77038,75,0
1524,77080,75,0
1525,77125,75,0
1526,77176,75,0
1527,77218,75,0
1528,77265,47,0
1529,77380,47,0
1530,77405,14,0
1531,77437,14,0
1532,77505,48,0
1533,77543,48,0
1534,77596,48,0
1535,77634,74,0
1536,77655,74,0
1537,77731,74,0
1538,77768,75,0
1539,77819,75,0
1540,77842,48,0
1541,77882,48,0
1542,77944,48,0
1543,77974,14,0
1544,78018,14,0
1545,78070,14,0
1546,78100,39,0
1547,78222,39,0
1548,78257,71,71
1549,78287,71,0
1550,78387,71,0
1551,78418,71,0
1552,78576,14,0
1553,78678,14,0
1554,78722,51,0
1555,78758,51,0
1556,78830,76,0
1557,78900,76,0
1558,78918,76,0
1559,78958,71,0
1560,79029,71,0
1561,79093,32,0
1562,79129,32,0
1563,79159,32,0
1564,79237,19,0
1565,79316,19,0
1566,79349,58,0
1567,79380,58,0
1568,79412,58,0
1569,79450,77,0
1570,79529,77,0
1571,79564,67,0
1572,79604,67,0
1573,79656,67,0
1574,79730,28,0
1575,79781,28,0
1576,79814,24,0
1577,79932,24,0
1578,79964,66,0
1579,79998,77,0
1580,80040,77,0
1581,80145,77,0
1582,80187,65,0
1583,80212,65,0
1584,80275,26,0
1585,80348,26,0
1586,80388,26,0
1587,80405,20,0
1588,80438,20,0
1589,80503,58,0
1590,80588,58,0
1591,80615,58,0
1592,80646,76,0
1593,80721,76,0
1594,80764,73,0
1595,80811,73,0
1596,80838,73,0
1597,80894,42,0
1598,80986,42,0
1599,81006,14,0
1600,81039,14,0
1601,81082,14,0
1602,81150,46,0
1603,81202,46,0
1604,81237,75,0
1605,81277,75,0
1606,81323,75,0
1607,81375,71,0
1608,81433,71,0
1609,81461,38,0
1610,81490,38,0
1611,81574,38,0
1612,81615,15,0
1613,81652,15,0
1614,81682,54,0
1615,81729,54,0
1616,81813,54,0
1617,81875,76,76
1618,81896,76,0
1619,81960,71,0
1620,82034,71,0
1621,82059,71,0
1622,82088,35,0
1623,82119,35,0
1624,82208,16,0
1625,82282,16,0
1626,82317,55,0
1627,82390,55,0
1628,82450,77,0
1629,82501,77,0
1630,82521,77,0
1631,82594,73,0
1632,82682,73,0
1633,82719,36,0
1634,82761,36,0
1635,82835,19,0
1636,82895,19,0
1637,82930,60,0
1638,82960,60,0
1639,83015,60,0
1640,83085,77,0
1641,83118,77,0
1642,83144,72,0
1643,83180,72,0
1644,83219,72,0
1645,83253,72,0
1646,83310,43,0
1647,83334,43,0
1648,83364,14,0
1649,83428,14,0
1650,83475,14,0
1651,83500,14,0
1652,83526,48,0
1653,83558,48,0
1654,83600,75,0
1655,83719,75,0
1656,83739,75,0
1657,83770,73,0
1658,83800,73,0
1659,83863,44,0
1660,83942,44,0
1661,83960,44,0
1662,83998,15,0
1663,84064,15,0
1664,84140,46,0
1665,84174,46,0
1666,84203,46,0
1667,84260,74,0
1668,84353,74,0
1669,84394,74,0
1670,84433,74,0
1671,84464,74,0
1672,84509,46,0
1673,84561,46,0
1674,84591,15,0
1675,84621,15,0
1676,84698,15,0
1677,84747,15,0
1678,84797,43,0
1679,84829,72,0
1680,84883,72,0
1681,84952,72,0
1682,84987,76,0
1683,85015,76,0
1684,85062,49,0
1685,85158,49,0
1686,85186,49,0
1687,85207,16,0
1688,85238,16,0
1689,85280,51,0
1690,85410,51,0
1691,85438,76,0
1692,85478,76,0
1693,85545,69,0
1694,85623,69,0
1695,85638,69,0
1696,85683,29,0
1697,85762,29,0
1698,85826,19,0
1699,85864,19,0
1700,85894,19,0
1701,85935,57,0
1702,86031,57,0
1703,86051,76,0
1704,86080,76,0
1705,86119,76,0
1706,86166,69,0
1707,86232,69,0
1708,86266,30,30
1709,86294,30,0
1710,86396,30,0
1711,86479,23,0
1712,86523,64,0
1713,86564,64,0
1714,86618,64,0
1715,86663,77,0
1716,86709,77,0
1717,86735,64,0
1718,86765,64,0
1719,86843,64,0
1720,86889,64,0
1721,86926,27,0
1722,86958,19,0
1723,86998,19,0
1724,87077,19,0
1725,87140,19,0
1726,87182,51,0
1727,87200,74,0
1728,87258,74,0
1729,87308,74,0
1730,87349,74,0
1731,87362,75,0
1732,87398,75,0
1733,87468,56,0
1734,87555,56,0
1735,87585,56,0
1736,87605,20,0
1737,87639,20,0
1738,87686,33,0
1739,87731,33,0
1740,87777,33,0
1741,87798,33,0
1742,87837,67,0
1743,87893,67,0
1744,87939,76,0
1745,87992,76,0
1746,88016,76,0
1747,88044,76,0
1748,88126,59,0
1749,88205,59,0
1750,88237,19,0
1751,88279,19,0
1752,88336,38,0
1753,88420,38,0
1754,88447,71,0
1755,88479,71,0
1756,88545,71,0
1757,88585,76,0
1758,88634,76,0
1759,88669,58,0
1760,88696,58,0
1761,88784,58,0
1762,88834,19,0
1763,88857,19,0
1764,88887,37,0
1765,88945,37,0
1766,88987,37,0
1767,89036,37,0
1768,89073,71,0
1769,89105,71,0
1770,89191,76,0
1771,89264,76,0
1772,89288,54,0
1773,89335,54,0
1774,89394,17,0
1775,89456,17,0
1776,89483,17,0
1777,89526,46,0
1778,89618,46,0
1779,89658,74,0
1780,89696,74,0
1781,89735,74,0
1782,89780,75,0
1783,89901,75,0
1784,89918,52,0
1785,89958,52,0
1786,90047,18,18
1787,90136,18,0
1788,90172,33,0
1789,90238,33,0
1790,90273,69,0
1791,90328,69,0
1792,90358,76,0
1793,90420,76,0
1794,90494,76,0
1795,90525,57,0
1796,90558,21,0
1797,90622,21,0
1798,90666,21,0
1799,90710,21,0
1800,90752,30,0
1801,90793,30,0
1802,90822,68,0
1803,90917,68,0
1804,90969,68,0
1805,91004,77,0
1806,91098,61,0
1807,91185,61,0
1808,91232,24,0
1809,91255,24,0
1810,91312,29,0
1811,91425,29,0
1812,91444,68,0
1813,91477,68,0
1814,91541,76,0
1815,91622,76,0
1816,91673,56,0
1817,91707,56,0
1818,91781,56,0
1819,91836,20,0
1820,91879,20,0
1821,91918,39,0
1822,91996,39,0
1823,92055,72,0
1824,92077,72,0
1825,92118,74,0
1826,92171,74,0
1827,92204,74,0
1828,92256,50,0
1829,92284,50,0
1830,92324,50,0
1831,92394,18,0
1832,92486,18,0
1833,92518,42,0
1834,92578,42,0
1835,92643,71,0
1836,92724,71,0
1837,92758,75,0
1838,92810,75,0
1839,92875,54,0
1840,92942,54,0
1841,92971,18,0
1842,93002,18,0
1843,93083,18,0
1844,93141,40,0
1845,93159,40,0
1846,93200,71,0
1847,93251,71,0
1848,93307,71,0
1849,93333,75,0
1850,93363,75,0
1851,93398,75,0
1852,93460,53,0
1853,93635,53,0
1854,93676,18,0
1855,93699,40,0
1856,93719,40,0
1857,93796,40,0
1858,93891,71,71
1859,93919,75,0
1860,93964,75,0
1861,94038,75,0
1862,94084,55,0
1863,94134,55,0
1864,94159,19,0
1865,94239,19,0
1866,94312,19,0
1867,94324,35,0
1868,94359,35,0
1869,94413,68,0
1870,94516,68,0
1871,94532,76,0
1872,94562,76,0
1873,94651,76,0
1874,94700,60,0
1875,94742,60,0
1876,94792,22,0
1877,94828,22,0
1878,94903,22,0
1879,94949,39,0
1880,94976,39,0
1881,95001,71,0
1882,95048,71,0
1883,95092,71,0
1884,95138,75,0
1885,95166,75,0
1886,95200,75,0
1887,95267,54,0
1888,95362,54,0
1889,95385,20,0
1890,95414,20,0
1891,95452,20,0
1892,95537,37,0
1893,95592,37,0
1894,95623,69,0
1895,95653,69,0
1896,95721,69,0
1897,95797,76,0
1898,95817,76,0
1899,95847,63,0
1900,95904,63,0
1901,95957,63,0
1902,96001,23,0
1903,96037,23,0
1904,96067,23,0
1905,96134,36,0
1906,96216,36,0
1907,96246,70,0
1908,96322,70,0
1909,96400,76,0
1910,96435,76,0
1911,96477,61,0
1912,96587,61,0
1913,96627,27,0
1914,96653,27,0
1915,96683,22,0
1916,96739,22,0
1917,96775,22,0
1918,96828,58,0
1919,96852,58,0
1920,96879,58,0
1921,96958,76,0
1922,97033,76,0
1923,97070,68,0
1924,97091,68,0
1925,97167,68,0
1926,97238,34,0
1927,97258,34,0
1928,97281,22,0
1929,97320,22,0
1930,97388,22,0
1931,97428,61,0
1932,97462,61,0
1933,97493,61,0
1934,97568,75,0
1935,97641,75,0
1936,97692,62,0
1937,97722,62,0
1938,97766,26,0
1939,97866,26,26
1940,97901,26,0
1941,97931,26,0
1942,98004,26,0
1943,98052,26,0
1944,98100,63,0
1945,98191,76,0
1946,98254,76,0
1947,98290,64,0
1948,98319,64,0
1949,98364,27,0
1950,98499,27,0
1951,98533,29,0
1952,98564,29,0
1953,98602,68,0
1954,98682,68,0
1955,98727,68,0
1956,98763,74,0
1957,98800,74,0
1958,98859,51,0
1959,98926,51,0
1960,98963,51,0
1961,99020,19,0
1962,99133,19,0
1963,99154,43,0
1964,99183,43,0
1965,99237,43,0
1966,99288,72,0
1967,99350,75,0
1968,99368,75,0
1969,99398,75,0
1970,99479,75,0
1971,99556,52,0
1972,99592,19,0
1973,99620,19,0
1974,99675,19,0
1975,99720,19,0
1976,99763,40,0
1977,99813,73,0
1978,99855,73,0
1979,99914,73,0
1980,99968,73,0
1981,99999,71,0
1982,100040,38,0
1983,100164,38,0
1984,100218,38,0
1985,100241,20,0
1986,100319,54,0
1987,100385,54,0
1988,100403,54,0
1989,100439,74,0
1990,100514,74,0
1991,100590,72,0
1992,100613,72,0
1993,100658,72,0
1994,100712,49,0
1995,100806,49,0
1996,100839,20,0
1997,100914,20,0
1998,100990,39,0
1999,101023,71,0
2000,101054,71,0
2001,101141,71,0
2002,101189,71,0
2003,101219,76,0
2004,101239,58,0
2005,101282,58,0
2006,101346,58,0
2007,101425,58,0
2008,101458,21,0
2009,101518,47,47
2010,101634,47,0
2011,101678,74,0
2012,101717,74,0
2013,101759,70,0
2014,101813,70,0
2015,101844,70,0
2016,101879,40,0
2017,101978,40,0
2018,102054,20,0
2019,102089,20,0
2020,102119,54,0
2021,102207,54,0
2022,102258,75,0
2023,102279,75,0
2024,102319,75,0
2025,102381,69,0
2026,102443,69,0
2027,102477,36,0
2028,102517,36,0
2029,102551,36,0
2030,102615,36,0
2031,102657,21,0
2032,102718,57,0
2033,102749,57,0
2034,102787,57,0
2035,102857,57,0
2036,102898,76,0
2037,102931,69,0
2038,102959,69,0
2039,103036,69,0
2040,103071,69,0
2041,103102,37,0
2042,103152,37,0
2043,103180,20,0
2044,103243,20,0
2045,103288,20,0
2046,103322,20,0
2047,103373,52,0
2048,103403,74,0
2049,103468,74,0
2050,103494,74,0
2051,103550,74,0
2052,103583,73,0
2053,103620,73,0
2054,103670,44,0
2055,103748,44,0
2056,103770,44,0
2057,103799,20,0
2058,103904,20,0
2059,103948,54,0
2060,103997,54,0
2061,104016,54,0
2062,104048,75,0
2063,104131,75,0
2064,104183,71,0
2065,104207,71,0
2066,104246,71,0
2067,104305,41,0
2068,104406,41,0
2069,104438,19,0
2070,104483,19,0
2071,104541,50,0
2072,104616,50,0
2073,104652,74,0
2074,104678,74,0
2075,104749,74,0
2076,104792,71,0
2077,104839,71,0
2078,104862,38,0
2079,104890,38,0
2080,104944,38,0
2081,105009,38,0
2082,105047,24,0
2083,105079,61,0
2084,105124,61,0
2085,105253,61,0
2086,105293,76,0
2087,105353,63,63
2088,105461,63,0
2089,105485,27,0
2090,105559,27,0
2091,105677,29,0
2092,105712,29,0
2093,105733,66,0
2094,105811,66,0
2095,105877,76,0
2096,105917,76,0
2097,105950,76,0
2098,105997,57,0
2099,106059,57,0
2100,106107,23,0
2101,106141,23,0
2102,106169,23,0
2103,106214,31,0
2104,106316,31,0
2105,106366,67,0
2106,106410,67,0
2107,106455,76,0
2108,106500,76,0
2109,106532,64,0
2110,106572,64,0
2111,106612,64,0
2112,106685,64,0
2113,106738,31,0
2114,106772,21,0
2115,106802,21,0
2116,106845,21,0
2117,106896,21,0
2118,106947,54,0
2119,106982,54,0
2120,107017,75,0
2121,107137,75,0
2122,107205,75,0
2123,107251,36,0
2124,107375,36,0
2125,107425,19,0
2126,107498,19,0
2127,107586,54,0
2128,107606,54,0
2129,107641,75,0
2130,107703,75,0
2131,107752,63,0
2132,107799,63,0
2133,107829,63,0
2134,107859,63,0
2135,107908,25,0
2136,108010,25,0
2137,108044,37,0
2138,108078,37,0
2139,108144,70,0
2140,108185,70,0
2141,108212,76,0
2142,108238,76,0
2143,108278,76,0
2144,108344,76,0
2145,108403,54,0
2146,108449,54,0
2147,108478,20,0
2148,108556,20,0
2149,108614,20,0
2150,108647,40,0
2151,108678,71,0
2152,108721,71,0
2153,108788,71,0
2154,108845,71,0
2155,108878,75,0
2156,108919,52,0
2157,108964,52,0
2158,109036,52,0
2159,109073,52,0
2160,109106,20,0
2161,109135,20,0
2162,109183,46,0
2163,109289,46,0
2164,109324,73,0
2165,109360,73,73
2166,109410,74,0
2167,109506,74,0
2168,109538,74,0
2169,109569,49,0
2170,109712,49,0
2171,109737,18,0
2172,109759,18,0
2173,109804,37,0
2174,109897,37,0
2175,109927,68,0
2176,109963,68,0
2177,109999,68,0
2178,110049,76,0
2179,110150,76,0
2180,110173,63,0
2181,110199,63,0
2182,110265,63,0
2183,110321,26,0
2184,110362,26,0
2185,110398,26,0
2186,110477,26,0
2187,110522,26,0
2188,110573,61,0
2189,110600,76,0
2190,110638,76,0
2191,110681,76,0
2192,110723,76,0
2193,110766,66,0
2194,110828,66,0
2195,110848,29,0
2196,110883,29,0
2197,110956,29,0
2198,110993,29,0
2199,111032,27,0
2200,111066,27,0
2201,111096,65,0
2202,111217,65,0
2203,111266,65,0
2204,111283,76,0
2205,111360,58,0
2206,111444,58,0
2207,111479,20,0
2208,111533,20,0
2209,111594,42,0
2210,111657,42,0
2211,111696,42,0
2212,111727,73,0
2213,111837,73,0
2214,111882,73,0
2215,111918,73,0
2216,111971,43,0
2217,112072,43,0
2218,112107,20,0
2219,112138,20,0
2220,112186,20,0
2221,112226,58,0
2222,112317,58,0
2223,112347,76,0
2224,112419,76,0
2225,112457,69,0
2226,112493,69,0
2227,112541,34,0
2228,112599,34,0
2229,112644,34,0
2230,112673,34,0
2231,112699,20,0
2232,112721,20,0
2233,112759,59,0
2234,112879,59,0
2235,112912,59,0
2236,112942,76,76
2237,112973,76,0
2238,113044,66,0
2239,113115,66,0
2240,113136,66,0
2241,113159,30,0
2242,113222,30,0
2243,113280,24,0
2244,113326,24,0
2245,113359,24,0
2246,113399,62,0
2247,113535,62,0
2248,113569,76,0
2249,113600,76,0
2250,113641,71,0
2251,113702,71,0
2252,113741,33,0
2253,113760,33,0
2254,113799,33,0
2255,113867,33,0
2256,113920,24,0
2257,113970,24,0
2258,114005,55,0
2259,114044,55,0
2260,114163,55,0
2261,114187,73,0
2262,114217,76,0
2263,114315,76,0
2264,114383,76,0
2265,114403,52,0
2266,114449,17,0
2267,114508,17,0
2268,114544,17,0
2269,114599,17,0
2270,114639,43,0
2271,114719,73,0
2272,114786,73,0
2273,114814,73,0
2274,114844,71,0
2275,114879,71,0
2276,114953,37,0
2277,115017,37,0
2278,115039,37,0
2279,115079,25,0
2280,115154,25,0
2281,115197,64,0
2282,115242,64,0
2283,115279,64,0
2284,115333,77,0
2285,115432,77,0
2286,115467,68,0
2287,115497,68,0
2288,115537,68,0
2289,115602,32,0
2290,115651,32,0
2291,115687,27,0
2292,115728,27,0
2293,115795,27,0
2294,115858,67,0
2295,115879,77,0
2296,115919,77,0
2297,115992,77,0
2298,116060,77,0
2299,116094,59,0
2300,116123,19,0
2301,116191,19,0
2302,116217,19,0
2303,116270,19,0
2304,116313,41,0
2305,116359,41,0
2306,116398,71,0
2307,116466,71,0
2308,116507,71,0
2309,116526,77,0
2310,116573,77,0
2311,116717,63,63
2312,116745,63,0
2313,116776,28,0
2314,116868,28,0
2315,116935,28,0
2316,116962,22,0
2317,116999,63,0
2318,117059,63,0
2319,117134,63,0
2320,117167,77,0
2321,117198,77,0
2322,117239,68,0
2323,117326,68,0
2324,117384,32,0
2325,117403,32,0
2326,117442,32,0
2327,117501,17,0
2328,117574,17,0
2329,117599,59,0
2330,117638,59,0
2331,117704,59,0
2332,117766,77,0
2333,117809,77,0
2334,117839,63,0
2335,117881,63,0
2336,117969,63,0
2337,118014,22,0
2338,118061,22,0
2339,118085,41,0
2340,118146,41,0
2341,118191,41,0
2342,118248,73,0
2343,118280,73,0
2344,118320,75,0
2345,118402,75,0
2346,118455,75,0
2347,118486,44,0
2348,118522,44,0
2349,118559,15,0
2350,118619,15,0
2351,118686,15,0
2352,118719,49,0
2353,118758,49,0
2354,118835,75,0
2355,118913,75,0
2356,118933,72,0
2357,118962,72,0
2358,119018,72,0
2359,119107,36,0
2360,119136,36,0
2361,119159,20,0
2362,119199,20,0
2363,119254,20,0
2364,119287,61,0
2365,119343,61,0
2366,119365,61,0
2367,119408,77,0
2368,119498,77,0
2369,119552,65,0
2370,119587,65,0
2371,119616,65,0
2372,119678,24,0
2373,119765,24,0
2374,119803,29,0
2375,119838,29,0
2376,119894,67,0
2377,119973,67,0
2378,119988,67,0
2379,120021,77,0
2380,120051,77,0
2381,120108,77,0
2382,120152,60,0
2383,120203,60,0
2384,120239,21,0
2385,120280,21,0
2386,120336,21,0
2387,120417,29,29
2388,120438,29,0
2389,120479,64,0
2390,120605,64,0
2391,120629,78,0
2392,120654,78,0
2393,120679,78,0
2394,120734,70,0
2395,120840,70,0
2396,120879,36,0
2397,120975,36,0
2398,121039,20,0
2399,121097,20,0
2400,121120,61,0
2401,121171,61,0
2402,121236,77,0
2403,121299,77,0
2404,121334,59,0
2405,121373,59,0
2406,121421,59,0
2407,121478,18,0
2408,121521,18,0
2409,121559,34,0
2410,121631,34,0
2411,121686,34,0
2412,121722,68,0
2413,121759,68,0
2414,121810,78,0
2415,121926,78,0
2416,121961,69,0
2417,122004,69,0
2418,122064,30,0
2419,122139,30,0
2420,122175,19,0
2421,122230,19,0
2422,122277,19,0
2423,122327,58,0
2424,122372,58,0
2425,122401,77,0
2426,122465,77,0
2427,122502,77,0
2428,122558,62,0
2429,122584,62,0
2430,122617,62,0
2431,122687,20,0
2432,122766,20,0
2433,122799,34,0
2434,122862,34,0
2435,122907,70,0
2436,122969,70,0
2437,122998,78,0
2438,123041,78,0
2439,123081,78,0
2440,123139,62,0
2441,123193,62,0
2442,123209,62,0
2443,123239,22,0
2444,123283,22,0
2445,123351,22,0
2446,123394,24,0
2447,123428,24,0
2448,123458,24,0
2449,123532,65,0
2450,123619,65,0
2451,123640,78,0
2452,123684,78,0
2453,123762,64,0
2454,123813,64,0
2455,123839,24,0
2456,123880,24,0
2457,123923,24,0
2458,123981,29,0
2459,124028,29,0
2460,124050,29,0
2461,124079,68,0
2462,124141,68,0
2463,124198,68,68
2464,124235,78,0
2465,124274,78,0
2466,124295,78,0
2467,124346,68,0
2468,124424,68,0
2469,124460,68,0
2470,124484,32,0
2471,124522,32,0
2472,124586,19,0
2473,124628,19,0
2474,124679,19,0
2475,124710,60,0
2476,124734,60,0
2477,124809,60,0
2478,124859,78,0
2479,124895,78,0
2480,124925,68,0
2481,124987,68,0
2482,125033,68,0
2483,125082,26,0
2484,125112,26,0
2485,125139,26,0
2486,125168,30,0
2487,125227,30,0
2488,125276,30,0
2489,125306,70,0
2490,125336,70,0
2491,125365,70,0
2492,125403,77,0
2493,125508,77,0
2494,125543,56,0
2495,125576,56,0
2496,125620,56,0
2497,125662,16,0
2498,125716,16,0
2499,125730,16,0
2500,125760,42,0
2501,125809,42,0
2502,125858,42,0
2503,125927,74,0
2504,125948,74,0
2505,125993,74,0
2506,126062,77,0
2507,126138,77,0
2508,126178,55,0
2509,126202,55,0
2510,126266,17,0
2511,126339,17,0
2512,126358,17,0
2513,126387,32,0
2514,126424,32,0
2515,126511,32,0
2516,126575,70,0
2517,126605,78,0
2518,126643,78,0
2519,126685,78,0
2520,126757,54,0
2521,126776,54,0
2522,126800,54,0
2523,126872,15,0
2524,126953,15,0
2525,126980,42,0
2526,127009,42,0
2527,127048,42,0
2528,127116,74,0
2529,127183,74,0
